;BELISARIO;CENTRO;COTOCOLLAO;LOS CHILLOS;TUMBACO
01/01/2025 00:00;4,79;7,82;11,56;5,50;5,29
01/01/2025 01:00;2,95;7,70;8,73;5,63;3,93
01/01/2025 02:00;0,00;6,56;0,00;2,57;0,00
01/01/2025 03:00;3,35;7,36;4,29;2,11;1,57
01/01/2025 04:00;2,75;5,65;3,67;1,11;1,23
01/01/2025 05:00;2,75;4,83;3,45;1,39;0,89
01/01/2025 06:00;2,61;4,57;4,18;1,65;0,82
01/01/2025 07:00;2,59;6,65;3,42;1,06;0,93
01/01/2025 08:00;3,55;5,41;3,68;2,71;0,68
01/01/2025 09:00;13,80;12,94;3,74;21,76;0,66
01/01/2025 10:00;8,17;13,45;3,77;11,28;0,80
01/01/2025 11:00;3,69;6,42;3,59;6,77;0,92
01/01/2025 12:00;2,94;5,15;3,43;14,05;1,19
01/01/2025 13:00;4,02;4,49;3,27;7,95;1,27
01/01/2025 14:00;2,94;4,86;3,37;6,86;1,05
01/01/2025 15:00;3,20;4,43;3,11;3,18;1,14
01/01/2025 16:00;2,81;5,04;3,19;1,77;0,60
01/01/2025 17:00;3,40;5,41;2,97;10,93;0,91
01/01/2025 18:00;2,91;4,89;3,08;7,17;0,66
01/01/2025 19:00;3,00;4,45;3,07;23,52;0,74
01/01/2025 20:00;3,06;4,02;3,19;11,55;0,98
01/01/2025 21:00;2,67;3,76;2,83;6,50;0,83
01/01/2025 22:00;2,32;3,87;2,92;9,81;0,56
01/01/2025 23:00;2,59;3,80;2,83;4,07;0,44
02/01/2025 00:00;2,65;3,78;2,90;2,23;0,66
02/01/2025 01:00;2,63;3,90;2,96;1,99;0,83
02/01/2025 02:00;2,61;4,30;2,77;0,00;0,45
02/01/2025 03:00;2,88;4,06;2,86;3,96;0,96
02/01/2025 04:00;2,95;5,62;2,94;2,94;0,70
02/01/2025 05:00;3,03;5,46;2,93;1,63;0,82
02/01/2025 06:00;2,76;5,41;2,73;1,80;0,89
02/01/2025 07:00;3,10;5,41;3,10;2,80;0,79
02/01/2025 08:00;3,24;5,73;3,13;13,87;0,82
02/01/2025 09:00;3,57;5,37;3,09;44,63;0,68
02/01/2025 10:00;3,25;4,73;3,32;20,49;0,65
02/01/2025 11:00;3,54;4,74;3,06;10,48;0,46
02/01/2025 12:00;3,33;4,48;3,23;3,83;0,80
02/01/2025 13:00;3,20;5,02;3,29;8,43;0,64
02/01/2025 14:00;3,80;5,43;3,14;17,83;0,58
02/01/2025 15:00;3,63;5,45;3,45;15,47;0,73
02/01/2025 16:00;3,69;5,67;3,08;4,83;0,44
02/01/2025 17:00;3,31;5,17;3,06;3,86;0,65
02/01/2025 18:00;3,05;5,69;3,29;3,21;0,67
02/01/2025 19:00;2,94;4,41;3,32;2,70;0,51
02/01/2025 20:00;2,98;5,01;3,50;4,68;0,65
02/01/2025 21:00;2,74;4,43;3,54;3,23;0,79
02/01/2025 22:00;2,74;4,36;3,30;2,33;0,31
02/01/2025 23:00;2,78;4,23;3,25;1,92;0,45
03/01/2025 00:00;2,90;4,26;3,40;3,35;0,51
03/01/2025 01:00;2,56;4,06;3,13;2,87;0,75
03/01/2025 02:00;0,00;4,45;0,00;2,50;0,00
03/01/2025 03:00;2,70;4,74;2,84;1,64;0,70
03/01/2025 04:00;2,70;4,48;3,10;1,77;0,42
03/01/2025 05:00;3,17;4,81;2,76;2,25;0,13
03/01/2025 06:00;2,45;4,51;3,36;2,21;0,33
03/01/2025 07:00;3,66;5,42;3,53;4,53;0,44
03/01/2025 08:00;3,81;7,89;3,97;10,28;1,15
03/01/2025 09:00;3,60;8,74;3,38;70,50;5,51
03/01/2025 10:00;3,34;6,59;3,86;27,07;5,13
03/01/2025 11:00;3,29;5,45;3,73;23,95;2,09
03/01/2025 12:00;4,05;5,36;3,89;36,28;3,43
03/01/2025 13:00;3,65;5,39;3,47;59,07;2,15
03/01/2025 14:00;3,20;4,74;3,30;7,04;1,22
03/01/2025 15:00;3,25;5,06;3,07;5,58;1,28
03/01/2025 16:00;3,41;5,43;3,02;8,20;0,89
03/01/2025 17:00;3,42;5,06;3,28;4,29;0,71
03/01/2025 18:00;3,85;5,17;3,51;20,20;0,85
03/01/2025 19:00;2,81;4,42;3,59;5,82;0,71
03/01/2025 20:00;2,70;4,01;3,06;3,04;0,73
03/01/2025 21:00;2,53;3,72;3,53;4,64;0,62
03/01/2025 22:00;2,50;3,51;3,33;4,14;0,92
03/01/2025 23:00;2,64;4,00;3,35;2,42;0,48
04/01/2025 00:00;2,62;3,61;3,04;4,64;0,13
04/01/2025 01:00;2,61;4,38;2,79;2,40;0,53
04/01/2025 02:00;2,88;5,95;3,07;0,00;1,00
04/01/2025 03:00;4,92;8,55;2,94;2,99;0,78
04/01/2025 04:00;8,19;9,35;2,86;1,81;0,67
04/01/2025 05:00;6,86;9,82;3,00;1,38;0,68
04/01/2025 06:00;4,23;7,67;3,04;1,24;0,56
04/01/2025 07:00;3,41;7,25;3,32;1,73;0,65
04/01/2025 08:00;3,08;7,08;3,43;1,46;0,66
04/01/2025 09:00;3,34;5,95;3,54;1,98;1,17
04/01/2025 10:00;3,27;6,06;3,36;2,60;0,68
04/01/2025 11:00;4,09;4,96;3,36;1,63;0,72
04/01/2025 12:00;3,35;5,07;3,25;1,35;0,56
04/01/2025 13:00;4,15;5,41;3,20;1,81;0,33
04/01/2025 14:00;3,67;4,91;3,75;12,55;0,67
04/01/2025 15:00;3,61;5,67;3,37;22,45;0,62
04/01/2025 16:00;3,66;5,46;3,02;10,54;0,77
04/01/2025 17:00;3,09;5,15;3,03;6,63;0,87
04/01/2025 18:00;2,98;4,51;3,55;3,08;0,91
04/01/2025 19:00;2,80;4,27;3,40;2,17;0,66
04/01/2025 20:00;2,50;3,75;3,39;7,08;0,86
04/01/2025 21:00;2,47;4,02;3,21;3,19;0,59
04/01/2025 22:00;2,70;3,97;3,46;3,42;0,52
04/01/2025 23:00;2,57;4,10;3,42;3,19;0,68
05/01/2025 00:00;2,38;4,11;3,58;2,54;0,46
05/01/2025 01:00;2,42;4,13;3,30;2,58;0,66
05/01/2025 02:00;0,00;4,34;0,00;3,39;0,00
05/01/2025 03:00;2,44;4,28;3,04;2,14;0,90
05/01/2025 04:00;2,87;4,22;2,86;1,85;0,67
05/01/2025 05:00;2,74;4,39;3,27;1,86;0,42
05/01/2025 06:00;2,79;4,74;3,17;2,62;0,56
05/01/2025 07:00;2,87;5,44;3,59;5,79;0,71
05/01/2025 08:00;3,13;6,62;4,04;23,47;0,37
05/01/2025 09:00;3,62;5,99;4,06;20,65;0,65
05/01/2025 10:00;4,33;7,14;3,52;38,72;3,04
05/01/2025 11:00;6,89;10,05;3,94;44,54;1,83
05/01/2025 12:00;3,94;5,79;3,47;24,33;1,29
05/01/2025 13:00;3,61;4,82;2,88;6,00;0,90
05/01/2025 14:00;3,04;4,42;3,15;8,81;0,91
05/01/2025 15:00;3,22;4,65;3,11;3,48;0,62
05/01/2025 16:00;3,51;5,02;3,01;6,64;0,61
05/01/2025 17:00;2,54;4,66;3,46;4,52;0,46
05/01/2025 18:00;3,02;4,74;3,26;4,34;0,77
05/01/2025 19:00;3,10;4,71;3,23;4,01;0,56
05/01/2025 20:00;4,27;5,00;3,48;1,87;0,66
05/01/2025 21:00;3,44;4,65;3,31;2,50;0,75
05/01/2025 22:00;2,71;3,82;3,38;5,47;0,55
05/01/2025 23:00;3,30;4,04;3,18;1,88;0,63
06/01/2025 00:00;3,07;4,09;3,15;1,50;0,53
06/01/2025 01:00;2,77;4,14;3,08;0,98;0,30
06/01/2025 02:00;2,86;4,33;2,95;0,00;0,51
06/01/2025 03:00;3,48;4,77;3,14;4,09;0,44
06/01/2025 04:00;3,10;5,15;3,23;3,52;1,11
06/01/2025 05:00;3,22;6,22;3,57;3,05;0,46
06/01/2025 06:00;4,52;9,01;5,93;3,46;0,68
06/01/2025 07:00;8,91;11,07;6,36;6,93;1,48
06/01/2025 08:00;9,11;9,73;6,12;18,33;4,58
06/01/2025 09:00;8,06;10,80;5,36;56,58;9,87
06/01/2025 10:00;7,32;10,04;5,19;44,49;7,94
06/01/2025 11:00;7,00;8,24;4,82;31,72;7,05
06/01/2025 12:00;5,60;6,37;6,13;13,56;4,57
06/01/2025 13:00;10,12;9,12;10,04;3,31;4,34
06/01/2025 14:00;8,78;10,79;6,32;9,93;5,47
06/01/2025 15:00;4,20;7,75;3,60;10,25;2,26
06/01/2025 16:00;3,29;5,52;3,47;10,03;1,67
06/01/2025 17:00;2,81;5,44;3,29;6,22;1,82
06/01/2025 18:00;3,59;6,42;3,07;3,52;1,37
06/01/2025 19:00;3,28;7,09;4,93;5,54;0,99
06/01/2025 20:00;3,45;7,13;3,91;2,30;0,84
06/01/2025 21:00;3,59;6,07;3,94;8,54;0,91
06/01/2025 22:00;3,07;4,74;3,67;13,77;0,77
06/01/2025 23:00;3,23;4,58;3,70;8,83;0,70
07/01/2025 00:00;3,02;4,59;3,66;4,24;0,80
07/01/2025 01:00;2,90;4,91;3,25;8,28;0,90
07/01/2025 02:00;0,00;5,01;0,00;4,44;0,00
07/01/2025 03:00;4,42;5,13;3,56;3,45;1,10
07/01/2025 04:00;4,30;5,58;3,66;2,50;1,37
07/01/2025 05:00;4,38;7,76;4,47;4,75;1,73
07/01/2025 06:00;4,52;9,86;5,65;5,13;2,91
07/01/2025 07:00;10,00;14,03;6,33;7,55;10,26
07/01/2025 08:00;15,63;15,93;7,64;14,89;14,16
07/01/2025 09:00;16,35;22,41;7,67;88,73;16,96
07/01/2025 10:00;9,79;17,25;6,79;55,69;12,29
07/01/2025 11:00;10,46;13,89;5,63;46,55;8,33
07/01/2025 12:00;7,54;10,52;4,87;17,18;5,23
07/01/2025 13:00;6,12;8,68;4,19;9,79;3,64
07/01/2025 14:00;4,31;6,52;3,78;5,06;2,19
07/01/2025 15:00;3,51;6,09;3,47;0,00;1,07
07/01/2025 16:00;4,62;7,14;3,47;2,89;1,39
07/01/2025 17:00;7,72;7,33;3,34;2,92;1,15
07/01/2025 18:00;8,25;6,06;3,24;1,98;1,05
07/01/2025 19:00;3,72;6,10;3,38;1,84;4,04
07/01/2025 20:00;3,94;6,17;3,33;1,94;4,70
07/01/2025 21:00;5,62;6,61;3,56;2,40;3,05
07/01/2025 22:00;4,56;5,51;3,03;3,46;2,20
07/01/2025 23:00;3,23;4,90;3,03;8,27;1,69
08/01/2025 00:00;2,82;4,83;2,98;6,63;1,39
08/01/2025 01:00;3,07;5,55;3,15;4,48;1,44
08/01/2025 02:00;10,47;8,87;3,54;0,00;2,29
08/01/2025 03:00;16,12;12,39;3,48;6,17;1,88
08/01/2025 04:00;16,92;14,91;3,18;4,05;1,62
08/01/2025 05:00;4,50;11,47;3,38;4,69;1,32
08/01/2025 06:00;6,12;9,18;4,31;8,13;1,43
08/01/2025 07:00;0,00;17,16;5,44;11,00;3,26
08/01/2025 08:00;9,86;13,73;4,63;7,83;4,21
08/01/2025 09:00;7,52;12,78;5,65;12,95;4,82
08/01/2025 10:00;9,46;9,97;6,24;14,97;5,26
08/01/2025 11:00;9,45;10,95;6,49;26,09;5,09
08/01/2025 12:00;7,50;10,19;4,92;15,56;4,90
08/01/2025 13:00;4,15;8,35;3,84;29,83;3,11
08/01/2025 14:00;0,00;7,00;3,46;14,48;2,13
08/01/2025 15:00;3,26;6,31;3,36;5,85;1,38
08/01/2025 16:00;3,85;6,13;3,25;2,88;1,22
08/01/2025 17:00;3,50;6,84;3,11;4,81;1,15
08/01/2025 18:00;3,26;5,91;3,29;9,50;1,30
08/01/2025 19:00;3,17;5,24;3,79;5,23;1,19
08/01/2025 20:00;3,08;5,53;3,28;8,10;1,21
08/01/2025 21:00;2,91;5,10;3,38;7,25;1,11
08/01/2025 22:00;2,99;5,15;3,21;6,93;0,81
08/01/2025 23:00;2,85;4,73;2,87;16,49;0,96
09/01/2025 00:00;2,95;4,87;3,09;18,90;0,88
09/01/2025 01:00;2,77;4,82;3,19;6,15;0,86
09/01/2025 02:00;0,00;6,98;0,00;7,65;0,00
09/01/2025 03:00;5,83;8,41;7,93;8,18;1,37
09/01/2025 04:00;4,86;6,88;9,87;8,55;1,23
09/01/2025 05:00;3,61;6,58;7,62;6,92;1,94
09/01/2025 06:00;5,25;10,14;6,99;5,57;4,54
09/01/2025 07:00;8,06;11,49;8,86;4,69;4,81
09/01/2025 08:00;8,23;10,51;9,20;13,80;12,51
09/01/2025 09:00;5,61;8,81;8,66;82,47;16,82
09/01/2025 10:00;6,86;8,77;6,59;38,65;7,06
09/01/2025 11:00;6,37;5,92;4,65;33,70;3,73
09/01/2025 12:00;4,25;5,61;3,54;18,01;2,26
09/01/2025 13:00;3,43;5,83;3,42;2,68;1,55
09/01/2025 14:00;3,83;5,23;3,18;3,00;1,10
09/01/2025 15:00;3,82;6,02;3,33;6,16;1,33
09/01/2025 16:00;3,82;6,21;3,24;9,66;1,32
09/01/2025 17:00;3,70;6,14;3,31;4,21;1,28
09/01/2025 18:00;3,20;6,45;3,74;3,78;1,22
09/01/2025 19:00;3,38;5,92;4,04;9,87;0,82
09/01/2025 20:00;3,01;5,07;4,10;10,51;0,93
09/01/2025 21:00;3,00;4,46;3,49;4,01;0,94
09/01/2025 22:00;2,90;4,46;3,40;2,47;0,81
09/01/2025 23:00;2,73;4,28;3,49;2,30;0,74
10/01/2025 00:00;2,86;4,78;3,12;1,76;0,96
10/01/2025 01:00;2,76;5,02;2,99;3,10;0,83
10/01/2025 02:00;3,20;7,02;2,92;0,00;0,76
10/01/2025 03:00;2,93;6,22;3,63;2,37;0,89
10/01/2025 04:00;3,16;5,34;3,57;3,01;1,07
10/01/2025 05:00;3,38;6,04;3,91;2,16;1,49
10/01/2025 06:00;3,88;7,54;4,57;3,46;1,54
10/01/2025 07:00;7,39;10,80;5,65;10,39;2,30
10/01/2025 08:00;7,08;11,23;6,05;46,69;4,93
10/01/2025 09:00;5,44;7,56;6,56;9,91;6,21
10/01/2025 10:00;11,69;11,21;4,96;5,05;4,37
10/01/2025 11:00;6,92;19,29;4,00;13,01;3,01
10/01/2025 12:00;3,90;7,67;3,48;7,94;1,94
10/01/2025 13:00;3,55;6,14;3,32;5,15;1,65
10/01/2025 14:00;3,58;5,88;3,41;4,75;1,50
10/01/2025 15:00;3,53;6,00;3,43;13,63;1,14
10/01/2025 16:00;3,48;6,34;3,29;16,08;1,36
10/01/2025 17:00;3,46;6,38;3,62;6,70;1,24
10/01/2025 18:00;3,37;5,71;3,69;2,87;1,23
10/01/2025 19:00;2,91;5,68;4,12;2,14;0,87
10/01/2025 20:00;3,06;5,60;3,94;1,77;1,39
10/01/2025 21:00;3,73;6,10;4,40;5,74;1,04
10/01/2025 22:00;3,59;6,47;4,62;17,22;1,02
10/01/2025 23:00;4,24;7,03;4,80;5,84;0,82
11/01/2025 00:00;5,63;7,45;4,24;5,44;1,02
11/01/2025 01:00;6,60;6,89;4,31;3,97;1,08
11/01/2025 02:00;0,00;7,18;0,00;2,31;0,00
11/01/2025 03:00;4,50;7,83;4,48;2,84;1,35
11/01/2025 04:00;5,99;6,78;3,94;3,05;1,16
11/01/2025 05:00;6,44;6,96;4,66;1,47;2,03
11/01/2025 06:00;5,30;7,13;5,05;5,33;1,62
11/01/2025 07:00;6,06;9,14;5,89;4,78;2,66
11/01/2025 08:00;6,84;9,62;6,59;6,32;8,64
11/01/2025 09:00;6,73;9,26;6,09;10,40;16,61
11/01/2025 10:00;8,52;9,43;8,06;4,46;16,16
11/01/2025 11:00;9,00;13,86;7,18;9,34;7,95
11/01/2025 12:00;7,31;9,70;6,50;21,63;5,28
11/01/2025 13:00;5,63;8,01;5,60;15,66;4,12
11/01/2025 14:00;4,63;7,02;4,32;10,88;3,00
11/01/2025 15:00;4,22;6,76;3,98;13,87;2,06
11/01/2025 16:00;3,93;6,31;3,58;3,00;1,41
11/01/2025 17:00;3,88;6,55;3,74;1,74;1,28
11/01/2025 18:00;3,85;6,22;3,69;9,06;1,14
11/01/2025 19:00;4,20;5,88;3,67;11,11;1,31
11/01/2025 20:00;4,33;6,18;4,20;4,69;1,13
11/01/2025 21:00;3,97;5,27;4,22;6,86;1,02
11/01/2025 22:00;3,48;5,18;6,34;17,21;1,11
11/01/2025 23:00;3,20;5,61;5,37;21,41;1,02
12/01/2025 00:00;3,23;5,63;4,36;6,04;0,84
12/01/2025 01:00;3,71;5,52;3,92;6,14;0,96
12/01/2025 02:00;3,61;5,74;3,97;0,00;1,02
12/01/2025 03:00;3,83;5,86;4,28;5,58;1,15
12/01/2025 04:00;3,71;6,60;4,21;3,42;1,05
12/01/2025 05:00;3,40;6,97;4,15;6,10;1,48
12/01/2025 06:00;4,09;8,03;5,23;3,77;2,09
12/01/2025 07:00;7,28;10,68;6,22;5,60;4,35
12/01/2025 08:00;7,49;10,95;5,96;8,78;10,77
12/01/2025 09:00;8,24;8,72;8,73;17,45;8,29
12/01/2025 10:00;6,73;8,01;8,76;18,70;8,83
12/01/2025 11:00;4,41;6,14;5,34;8,31;3,79
12/01/2025 12:00;3,74;6,01;4,70;1,50;2,44
12/01/2025 13:00;4,25;6,01;4,30;1,10;2,75
12/01/2025 14:00;3,38;5,91;3,96;1,34;1,61
12/01/2025 15:00;3,60;6,06;3,70;4,44;1,79
12/01/2025 16:00;3,61;6,00;3,53;3,12;1,91
12/01/2025 17:00;3,71;5,79;3,45;5,75;1,42
12/01/2025 18:00;3,48;5,23;3,57;6,31;1,26
12/01/2025 19:00;3,78;5,27;4,21;3,32;1,44
12/01/2025 20:00;3,97;4,78;3,94;1,88;1,37
12/01/2025 21:00;2,76;4,69;3,61;4,02;1,50
12/01/2025 22:00;2,72;4,59;3,22;4,71;1,31
12/01/2025 23:00;2,54;4,71;3,34;5,55;1,10
13/01/2025 00:00;2,95;4,14;3,34;7,19;2,20
13/01/2025 01:00;3,62;4,99;3,36;1,61;2,10
13/01/2025 02:00;0,00;5,03;0,00;0,95;0,00
13/01/2025 03:00;3,33;5,35;3,10;0,93;2,41
13/01/2025 04:00;11,65;6,06;3,59;1,62;2,30
13/01/2025 05:00;4,77;6,42;4,04;2,00;2,38
13/01/2025 06:00;5,62;7,68;7,97;4,15;2,51
13/01/2025 07:00;6,87;12,54;6,22;4,82;6,58
13/01/2025 08:00;9,13;13,33;7,09;3,38;10,38
13/01/2025 09:00;10,48;17,21;7,47;4,58;11,62
13/01/2025 10:00;4,71;8,57;4,68;31,22;10,46
13/01/2025 11:00;5,55;9,40;4,41;47,48;8,73
13/01/2025 12:00;4,06;8,28;3,78;8,68;3,98
13/01/2025 13:00;3,54;6,21;3,44;2,88;2,21
13/01/2025 14:00;3,43;5,66;3,35;3,70;1,73
13/01/2025 15:00;3,07;5,34;3,41;1,76;1,61
13/01/2025 16:00;3,13;5,45;3,15;1,72;1,32
13/01/2025 17:00;3,14;5,60;3,24;1,79;1,07
13/01/2025 18:00;3,40;5,28;3,38;7,86;1,41
13/01/2025 19:00;3,31;6,29;3,23;3,08;1,22
13/01/2025 20:00;3,31;5,31;3,53;6,87;1,19
13/01/2025 21:00;3,72;4,81;3,61;4,03;1,20
13/01/2025 22:00;3,87;4,84;3,19;4,90;0,85
13/01/2025 23:00;2,83;4,85;3,47;10,43;1,25
14/01/2025 00:00;2,57;4,38;3,74;3,59;1,44
14/01/2025 01:00;2,74;4,60;3,47;4,63;0,82
14/01/2025 02:00;2,71;4,78;3,31;0,00;1,16
14/01/2025 03:00;2,57;4,69;3,40;2,32;1,11
14/01/2025 04:00;2,39;4,72;3,35;2,94;1,85
14/01/2025 05:00;2,88;5,21;3,89;2,01;3,13
14/01/2025 06:00;3,37;6,72;4,99;2,44;3,21
14/01/2025 07:00;3,61;8,58;5,16;4,59;6,08
14/01/2025 08:00;4,11;0,00;5,24;8,11;64,61
14/01/2025 09:00;5,28;0,00;4,46;59,53;18,01
14/01/2025 10:00;4,42;0,00;3,87;25,41;5,16
14/01/2025 11:00;4,62;4,78;4,28;6,08;3,23
14/01/2025 12:00;4,58;5,11;4,78;3,50;2,85
14/01/2025 13:00;4,21;5,03;4,07;6,56;2,82
14/01/2025 14:00;3,63;4,39;3,70;2,61;1,91
14/01/2025 15:00;3,35;3,85;3,47;1,87;2,38
14/01/2025 16:00;3,29;4,01;3,40;1,82;1,89
14/01/2025 17:00;3,08;3,98;3,27;2,64;1,64
14/01/2025 18:00;3,35;4,12;3,37;5,38;1,75
14/01/2025 19:00;2,96;3,91;3,37;2,51;1,75
14/01/2025 20:00;3,59;3,84;3,46;5,97;1,57
14/01/2025 21:00;3,13;3,24;3,49;7,66;1,25
14/01/2025 22:00;2,82;3,22;3,93;3,54;1,27
14/01/2025 23:00;2,91;3,63;3,53;2,62;1,15
15/01/2025 00:00;3,03;3,12;3,66;6,61;1,39
15/01/2025 01:00;2,57;4,83;3,78;2,21;1,37
15/01/2025 02:00;0,00;7,28;0,00;4,27;0,00
15/01/2025 03:00;3,95;8,85;4,00;2,77;1,32
15/01/2025 04:00;3,27;5,47;3,73;2,36;1,38
15/01/2025 05:00;3,76;4,38;4,03;2,25;1,90
15/01/2025 06:00;4,21;6,95;6,33;5,90;2,62
15/01/2025 07:00;4,64;10,35;6,19;7,00;5,57
15/01/2025 08:00;6,73;12,98;5,45;5,54;30,67
15/01/2025 09:00;13,06;12,05;6,10;11,04;22,57
15/01/2025 10:00;11,00;18,93;4,42;53,74;11,02
15/01/2025 11:00;4,25;7,75;3,81;26,98;5,41
15/01/2025 12:00;3,82;4,50;3,56;4,09;2,47
15/01/2025 13:00;3,84;4,79;3,49;4,17;2,54
15/01/2025 14:00;4,12;4,33;3,58;3,83;2,27
15/01/2025 15:00;3,88;4,29;3,47;1,95;1,95
15/01/2025 16:00;3,84;4,45;3,41;4,67;1,40
15/01/2025 17:00;3,85;3,82;3,29;14,13;1,76
15/01/2025 18:00;3,49;4,40;3,31;26,22;1,82
15/01/2025 19:00;2,91;4,32;3,59;8,99;1,46
15/01/2025 20:00;3,45;4,56;3,37;15,33;1,61
15/01/2025 21:00;2,73;3,35;3,28;6,78;1,34
15/01/2025 22:00;2,77;3,21;3,56;3,28;1,03
15/01/2025 23:00;2,70;3,17;3,58;10,57;1,13
16/01/2025 00:00;2,87;3,20;3,31;4,31;1,13
16/01/2025 01:00;2,58;3,28;3,22;7,38;0,99
16/01/2025 02:00;2,52;3,44;3,24;0,00;1,09
16/01/2025 03:00;3,39;3,47;3,34;3,97;1,10
16/01/2025 04:00;2,90;3,61;3,34;2,13;0,90
16/01/2025 05:00;2,88;4,42;3,38;5,31;0,84
16/01/2025 06:00;3,36;5,01;3,46;7,02;1,31
16/01/2025 07:00;3,83;6,69;4,22;8,61;1,03
16/01/2025 08:00;3,87;5,55;4,32;5,28;1,46
16/01/2025 09:00;3,39;4,70;4,34;29,29;1,36
16/01/2025 10:00;4,25;5,53;3,87;45,48;1,53
16/01/2025 11:00;3,55;4,18;3,47;42,63;1,62
16/01/2025 12:00;3,31;3,73;3,43;13,09;1,50
16/01/2025 13:00;3,15;3,71;2,98;7,50;1,30
16/01/2025 14:00;3,15;3,87;3,07;1,77;1,37
16/01/2025 15:00;3,34;3,79;0,00;2,39;0,98
16/01/2025 16:00;3,46;4,82;3,86;2,71;1,03
16/01/2025 17:00;3,48;4,04;4,06;8,85;8,69
16/01/2025 18:00;4,21;4,32;4,03;6,39;29,97
16/01/2025 19:00;4,14;3,87;3,81;6,38;14,83
16/01/2025 20:00;8,37;7,26;3,31;5,34;5,10
16/01/2025 21:00;7,71;18,24;3,02;7,76;2,92
16/01/2025 22:00;3,72;7,30;2,97;5,03;1,77
16/01/2025 23:00;3,17;3,86;3,21;7,22;1,59
17/01/2025 00:00;2,67;3,37;3,27;15,58;1,40
17/01/2025 01:00;2,56;3,23;3,07;11,45;1,40
17/01/2025 02:00;0,00;3,33;0,00;6,26;0,00
17/01/2025 03:00;2,89;3,49;3,63;3,63;1,15
17/01/2025 04:00;3,22;4,06;3,12;2,48;0,95
17/01/2025 05:00;3,91;4,85;3,31;3,84;1,00
17/01/2025 06:00;3,75;5,42;3,82;6,34;1,02
17/01/2025 07:00;3,72;5,22;4,93;6,13;1,57
17/01/2025 08:00;5,34;5,57;4,80;14,74;1,57
17/01/2025 09:00;5,71;6,78;5,33;7,26;10,02
17/01/2025 10:00;5,41;6,32;5,85;6,55;12,11
17/01/2025 11:00;5,62;9,72;5,58;24,15;8,52
17/01/2025 12:00;5,82;6,35;4,59;13,87;5,10
17/01/2025 13:00;3,65;4,92;3,42;11,98;1,85
17/01/2025 14:00;3,23;4,32;3,30;5,31;1,92
17/01/2025 15:00;3,30;4,22;3,51;2,38;1,62
17/01/2025 16:00;3,60;4,67;3,45;2,67;2,55
17/01/2025 17:00;7,06;5,47;3,88;1,76;6,83
17/01/2025 18:00;3,98;4,92;4,67;2,30;19,44
17/01/2025 19:00;4,26;0,00;3,96;2,08;5,64
17/01/2025 20:00;10,90;9,25;3,48;1,94;4,31
17/01/2025 21:00;7,39;11,51;3,57;3,46;2,57
17/01/2025 22:00;3,16;4,15;3,32;6,45;1,76
17/01/2025 23:00;2,95;3,83;2,98;16,00;1,66
18/01/2025 00:00;3,56;3,45;3,13;18,92;1,24
18/01/2025 01:00;3,47;3,79;3,31;43,12;1,03
18/01/2025 02:00;3,30;3,65;3,49;0,00;13,58
18/01/2025 03:00;3,48;4,24;3,46;17,58;9,53
18/01/2025 04:00;3,63;4,69;3,35;12,34;8,14
18/01/2025 05:00;3,47;5,69;4,24;9,91;7,61
18/01/2025 06:00;4,00;7,72;4,70;12,93;7,30
18/01/2025 07:00;5,33;9,99;5,27;15,71;7,51
18/01/2025 08:00;6,60;10,31;5,53;15,03;11,50
18/01/2025 09:00;6,34;9,17;5,88;13,10;15,88
18/01/2025 10:00;15,22;18,41;7,84;24,04;11,82
18/01/2025 11:00;10,10;11,90;7,01;40,04;7,68
18/01/2025 12:00;7,37;9,94;5,60;7,57;5,44
18/01/2025 13:00;5,74;6,77;4,82;17,94;3,63
18/01/2025 14:00;4,42;6,30;3,96;34,28;2,97
18/01/2025 15:00;3,66;5,07;3,45;11,99;1,69
18/01/2025 16:00;3,04;4,37;3,31;5,12;1,83
18/01/2025 17:00;3,53;0,00;3,36;2,57;1,74
18/01/2025 18:00;3,46;4,21;3,89;2,15;1,54
18/01/2025 19:00;3,75;3,98;3,72;4,44;1,51
18/01/2025 20:00;3,30;5,01;3,78;4,60;1,43
18/01/2025 21:00;3,40;4,14;3,90;6,71;1,37
18/01/2025 22:00;4,39;4,46;3,70;5,20;1,11
18/01/2025 23:00;4,48;5,14;3,68;2,45;0,88
19/01/2025 00:00;3,37;3,59;3,75;6,26;1,03
19/01/2025 01:00;3,05;3,49;3,46;7,77;1,08
19/01/2025 02:00;0,00;5,24;0,00;7,82;0,00
19/01/2025 03:00;3,74;5,18;3,47;5,13;1,08
19/01/2025 04:00;3,41;3,90;3,50;4,17;0,81
19/01/2025 05:00;4,72;5,06;3,82;8,71;0,92
19/01/2025 06:00;7,65;7,71;4,01;13,68;0,91
19/01/2025 07:00;28,06;12,83;5,92;5,50;1,74
19/01/2025 08:00;21,93;19,10;8,33;10,96;10,45
19/01/2025 09:00;9,67;10,23;5,04;7,98;11,59
19/01/2025 10:00;6,94;8,62;4,67;23,04;14,07
19/01/2025 11:00;5,20;7,99;4,38;35,84;4,62
19/01/2025 12:00;4,00;5,05;3,63;25,18;2,15
19/01/2025 13:00;3,16;4,21;3,31;4,65;1,64
19/01/2025 14:00;3,32;3,95;3,44;6,45;1,43
19/01/2025 15:00;3,11;4,26;3,30;4,11;1,18
19/01/2025 16:00;3,02;4,35;3,27;1,92;1,34
19/01/2025 17:00;3,36;3,30;3,37;1,93;1,23
